Link,Titulo,Precio,Ubicacion,Ventas 60 dias,Reviews,Rating,Comentarios
https://www.mercadolibre.com.co/laptop-gamer-asus-tuf-dash-f15-fx516pc-gris-eclipse-156-intel-core-i5-11300h-8gb-de-ram-512gb-ssd-nvidia-geforce-rtx-3050-144-hz-1920x1080px/p/MCO19892204?pdp_filters=category:MCO1652#searchVariation=MCO19892204&position=15&search_layout=stack&type=product&tracking_id=cf05338e-e0b7-4e9b-a0e7-132e1491473f,"Laptop gamer Asus TUF Dash F15 FX516PC gris eclipse 15.6"", Intel Core i5 11300H  8GB de RAM 512GB SSD, NVIDIA GeForce RTX 3050 144 Hz 1920x1080px",3.999.000,"Chapinero, Bogotá D.C..",+500,33 calificaciones,4.8,"['Llevo ya más de un mes de uso y funciona muy bien es rápido y potente corre muy bien varios de los juegos que tengo instalados y en el momento no ha presentado problemas satisfecho con la compra.', 'Es un portátil gamer muy bueno, su tarjeta de video y procesador son excelentes respecto precio-calidad y comparado con otros portátiles; su peso es ligero y su teclado iluminado azul es bastante bonito. Lo único a tener en cuenta es que no trae cámara web.', 'Tiene excelentes componenetes, relación precio/calidad excelente para la gama del producto, para programación, edición de video y juegos (de cualquier tipo) va excelente, obviamente mientras le esten exigiendo rendimiendo al equipo es mejor usar el myasus para limitar el % de carga y mantenerlo conectado, así alarganos la vida útil de la batería.\nEn la parte del sonido no es de lo mejor que hay, pero cumple, se perdería calidad en otras características si se le diese más relevancia.', 'Muy buen pc, lo he usado mas para trabajar en arte y creacion de modelos 3d y va de maravilla mejor wue mi amtiguo pc de torre, en juegls como valorant si se calianta con un largo uso pero sirve para lo que lo compre.', 'Robusto y potente, es lo que esperaba 👍.']"
https://www.mercadolibre.com.co/laptop-lenovo-ideapad-14igl05-platinum-gray-14-intel-celeron-n4020-4gb-de-ram-1tb-hdd-intel-hd-graphics-600-1366x768px-windows-10-home/p/MCO18510836?pdp_filters=category:MCO1652#searchVariation=MCO18510836&position=17&search_layout=stack&type=product&tracking_id=cf05338e-e0b7-4e9b-a0e7-132e1491473f,"Laptop Lenovo IdeaPad 14IGL05  platinum gray 14"", Intel Celeron N4020  4GB de RAM 1TB HDD, Intel HD Graphics 600 1366x768px Windows 10 Home",990.000,"Chapinero, Bogotá D.C..",+50,72 calificaciones,4.5,"['Muy buen equipo, el procesador es como un hermano menor de los ryzen (similar arquitectura), me sorprendió su velocidad y que cuenta con 4 hilos de procesamiento. Silencioso, ya que por su bajo tdp carece de disipación activa (ventilador). El disco aunque es pequeño (128 gb) se pudo actualizar a uno mayor, según especificaciones del fabricante soporta hasta 512 por nvme. Solo por mejorar el tema de la ram que viene soldada y sin posibilidad de ampliar (no trae slot extra), no obstante, he movido programas de diseño como corel 2020 y la suite de adobe que era para lo que lo estaba buscando. Editando algunos videos con vegas 15 trabaja fluido sin mucho filtro y carga de trabajo. La batería le dura lo justo, la carcasa es solida y el teclado suave al tacto. Actualmente con windows 11, trabajando casi a 24/7, recomendado para quienes quieren un equipo con necesidades ofimáticas, comunicación y diseño ocasional. No lo he probado con juegos pero por su tarjeta gráfica asumo que debería correr varios títulos modernos con baja y media configuración.', 'Es un computador demasiado lento :( no lo recomiendo, lentoooooo lentooooooo para todo, para que funcione bien debes invertirle mas dinero como una tarjeta con mas gb mas la instalación de programas y demás. Realmente no lo recomiendo :(.', 'El computador es excelente. La observacion a tener en cuenta es que este computador viene con un sistema windows de prueba. Es decir un sistema que tiene limitaciones a la hora de actualizar windows. En mi caso tuve que desintalar el windows de prueba y luego instalar windows de nuevo, lo cual me tomo varias horas y requirio de concimientos de informatica.', 'Excelente, este es el tercero que compro.', 'Es lo esperado, por el precio pagado.']"
https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=%2BtOxGOzkrgE7rSwxYppPsuckWH8kqSVUJZYq4XkDamXosKlNPvO94pO9ugej7CmdRsQJCWnZu8rcdt65ZQRrJ7wGZGIff41eX5MZyN%2FF69GI9pdsYwi18BunM0Z%2FAkGUrwwaS%2F2Z24RnwqlviILDeHCk7ua8lPPRpujbA8%2F7Wsq8BL%2BPUFBgsyDy5Gajm8CcNgzuvsg2EZz%2Bgu%2FPa2Ol1icvwSxEvQPpFlNrC1VeoSzVSMxjKKara1X7Q20UqQpgifXa7sVU7Kk9XHqkUjdidtcZgRcvQssG1Il7tk4uKI%2FuzCO%2F7HGegzc566ygUkAthk9NYo1cd1TslUuaVJp%2FhqzrpAOS9aFVda%2F7UnwHXjIgn54AkdM9k1NxxvPaJ4qwJwyHfEkaZH4fXdzTb7%2BnDutsYIyuVeozeI1DqQYC78HtoE2g1dFngX6S0Q3ypXVCK%2FFf8TUqBBBDyjERTJh9rWwpilltvbJTCxpWnuhDlOAg7VUvJ%2FMBcr0o1%2F7ptwXGY4fItqjRvMxgMh7n7I%2BGfZPqU4HYPVZYGMwDlNXt4Fqd5KWNuky1zsMrROqlH3lrgS8nPK%2BTO%2BNvmHn4zD%2BOiIlBdrD5wpuIf%2Fx1OdXq%2FYxLSYpQ%2B4JB%2BK7GIip2r7drWM4EONm8%2FmY6kaucVEp3mwQDPGhhygRJiG%2FQ3ck5JJRczYwSn%2Bg8n82Ge%2FNEYAbporkH6%2BliqHcxp419njW1a2lk&rb=x,Portátil Computador Hp Intel Dual Core Ram 8gb 256gb Ssd 14 ,1.400.000,"Bucaramanga, Santander.",+1000,8 calificaciones,5.0,"['Muy bueno lo recomiendo.', 'Excelente equipo.']"
https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=2sETVdxXqk7Q%2FcPPudqDkLlPB%2BJ5dgB2jHOjtUeXOHbk1Wj%2Bn6bexK2yMgXdJNsJ85XdlPG5BAo0tQnKbNL5LMLUEuHW8lu7x6hx%2BA7vo40fF0emL%2BK%2Fm5e4r34G5A50Eb%2B3pJ6eH%2B%2B7w7L3l8LcyHEuyK3E0S1PjfmIv6UsSsul9V6ihn5V3ioOMLlHUCbrM%2Bt3fqUptxyvWsCgTLIBKC0QQ9jgd4TDqOmWp1cX4RIkWvqNbXfK1QdJKxbFXLrLodayxn3EmRNWtVYZtcDR5RoLfbrUnm1MaY%2FS5EbGg5CPydNtgvtkcWj5Hef2b2O%2BpUOjpJC4SjxCI%2F98x29I22d5JZcxFLJwDhIvJag9QYaYVmYXD470lnx5vED9U2%2BQHdQtG2JuCkOkI%2FO9cDvMtoBQpTYFSgiQv9g7lH7DIH6ryMBSgUXfnHHScWWjjdwaddHyA0%2FAHno4j0SYfugXoQZHR4%2BV4Wnbrrt74gK14VxPUB0YUYicWSTDjGoYtGqmnK6YSn8mRivVobPndEm2wrQe3vMXfXn0eKGCGS70v%2FSh4IKJ6reYS52Xh%2FxxPTdO838Dmv2QjECDGfQAznusoARhkQiMTsYlBq%2BpYXZzJlROheUf3JB8d%2F22jQUfac%2B7KADNMj7MnBgC%2B%2F82OqZShm%2FLEIphqMbNtbizbDOVXEmoxpqaofZ9zIeKQbGQOIMJWhKAytfEZru5xU9I&rb=x,Portátil  Asus Intel Core I3 10th 8gb-ssd 256 Pantalla 14 ,1.449.900,"Medellín, Antioquia.",+100,,,[]
https://www.mercadolibre.com.co/laptop-hp-245-g7-negra-14-amd-3020e-8gb-de-ram-1tb-hdd-amd-radeon-rx-vega-3-1366x768px-windows-10-home/p/MCO18619200?pdp_filters=category:MCO1652#searchVariation=MCO18619200&position=21&search_layout=stack&type=product&tracking_id=cf05338e-e0b7-4e9b-a0e7-132e1491473f,"Laptop HP 245 G7 negra 14"", AMD 3020E  8GB de RAM 1TB HDD, AMD Radeon RX Vega 3 1366x768px Windows 10 Home",1.200.000,"Chapinero, Bogotá D.C..",+50,,,[]
https://www.mercadolibre.com.co/laptop-asus-m515da-gris-156-amd-ryzen-5-3500u-16gb-de-ram-1tb-hdd-512gb-ssd-amd-radeon-rx-vega-8-ryzen-20003000-1920x1080px-windows-10/p/MCO19686117?pdp_filters=category:MCO1652#searchVariation=MCO19686117&position=22&search_layout=stack&type=product&tracking_id=cf05338e-e0b7-4e9b-a0e7-132e1491473f,"Laptop Asus M515DA gris 15.6"", AMD Ryzen 5 3500U  16GB de RAM 1TB HDD 512GB SSD, AMD Radeon RX Vega 8 (Ryzen 2000/3000) 1920x1080px Windows 10",2.725.393,"Chapinero, Bogotá D.C..",+100,136 calificaciones,4.7,"['Podría decir que el producto va bien, pero también han pasado cosas que me hacen dudar, por ejemplo lo estaba usando y tenía unas 10 pestañas de google abiertas cuando se la nada se reinicio (llevo un mes y medio con el producto) también me pasó que lo estaba usando mientras cargaba(estaba escribiendo en word muestras escuchaba música), estaba en un 90% cuando de la nada suena y se me apaga(el sonido fue como si se hubiera quemado algo) tuve que esperar unos 30 segundos hasta que prendió de nuevo.', 'Es potencialmente bueno. Uno lo compra por el procesador, luego hay que ponerle un disco sólido y aumentarle ram. Así en la configuración original con el disco mecánico es lento, el procesador no se disfruta. Le cambié el disco a sólido y le puse más ram y quedó muy bien, súper bien, muy rápido.', 'El portátil es sobre saliente, los juegos los corre a 40 - 60 fps, vino con windows 11 + amd radeon graphics adrenalin, con windows 11 consumía 20% en 20 minutos ( rendimiento decepcionante), con windows 11 se calienta horrible, tuve que desinstalar win11 y ponerle ubuntu 22. 04 ( lo que extendió la batería hasta 9 horas ) que con win11 en 1 hora ya estaba descargado, se desinstaló win11 y adicional se le instaló win10 pro, lo que da una autonomía 8 a 12 horaw continuas desde el 100% hasta 1% de la batería ( solo trabajando con el paquete office, word, etc con el bluetooth desactivado y el brillo al mínimo). Juegos que corren bien ( cod mobile + emulador gameloop, cod warzone pc, pugb pc y pugb emulador, apex no lo recomiendo), el tiempo de autonomía 2 horas solo jugando. Camara es en hd buena calidad, pero no tiene bloqueo de camara lo que lo vuelve inseguro. Vino con 1 disco legend 700 de estado sólo muy bueno lo que el ryzen 7 3700u + gráfica radeon vega 10 permite que encienda en 9 segundos a 24 segundos, vino con 16 de ram ( durante el juego ultiliza 7,6 de ram y en estado normal consume con el win10 pro 2. 6 - 3 de ram), calidad de imagen full hd, sin antireflejo ( lo vuelve muy incómodo para trabajar en ambientes abiertos).\nRecomiendo: particionar el disco mecánico y ahí instalen ubuntu linux, elementary linux, linux mint o manjaro (no instalen nobara), laptop corre muy muy bien con cualquier linux mencionado e instalar el win10 en el ssd 500gb en nfts. No mezclar s. Oper.', 'Buena máquina para trabajar, es muy rápida y tiene buen rendimiento, el único problema es la batería, dura muy poco, desde carga completa a apagarse son máximo 3 horas y nisiquiera usandola en máximo rendimiento.', 'El pc me encanta, investigué mucho antes de comprarlo y realmente me parece que está super bien en cuanto a calidad y precio. No se me ha congelado, corre super bien, enciende y apaga muy rápido, la pantalla es muy amplia, lo único es tal vez acostumbrarse al teclado que incorpora teclado numérico en el costado derecho, el uso que le doy es muy básico algunos juegos, correo, búsquedas en internet y ya para lo cual el portátil va volando. La única duda que me queda es si no tiene entrada para cable de internet; solo veo entrada hdmi, usb y tipo c.']"
https://www.mercadolibre.com.co/laptop-hp-245-g8-negra-14-amd-ryzen-5-5500u-8gb-de-ram-256gb-ssd-amd-radeon-rx-vega-7-1366x768px-windows-11-home/p/MCO19904824?pdp_filters=category:MCO1652#searchVariation=MCO19904824&position=23&search_layout=stack&type=product&tracking_id=cf05338e-e0b7-4e9b-a0e7-132e1491473f,"Laptop HP 245 G8 negra 14"", AMD Ryzen 5 5500U  8GB de RAM 256GB SSD, AMD Radeon RX Vega 7 1366x768px Windows 11 Home",1.504.000,"Bucaramanga, Santander.",+1000,9 calificaciones,4.6,"['Excelente, vino con todos los programas necesarios del dia a dia.', 'Justo como lo necesitaba a un buen precio.', 'Excelente producto y excelente calidad.', 'No es el equipo que pedí muy mal.', 'Excelente portatil, muy rápido.']"
https://www.mercadolibre.com.co/laptop-hp-255-g7-gris-156-amd-athlon-3020e-8gb-de-ram-1tb-hdd-amd-radeon-rx-vega-3-1366x768px-freedos/p/MCO18638127?pdp_filters=category:MCO1652#searchVariation=MCO18638127&position=27&search_layout=stack&type=product&tracking_id=cf05338e-e0b7-4e9b-a0e7-132e1491473f,"Laptop HP 255 G7 gris 15.6"", AMD Athlon 3020E  8GB de RAM 1TB HDD, AMD Radeon RX Vega 3 1366x768px FreeDOS",1.500.000,"Chapinero, Bogotá D.C..",+50,,,[]
https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=FFHm4TaoIXHbW1eK8wpTCVbKZKPOMbffL4zFuQUoEc1Jqe2XkQ7Jj3f%2FVJj1g9vmcZTscWHlt7D0Y9Rd7Kz0towD10GXd8LsZj96slj13lVHhsvOxDDc0y%2FqNPdU2OzREz0KwulfrJ8r0EQnMVywQzm%2BtQh8F%2BaAyHmGb2WICVCA5X2GGPfcgX7XUubsyb9LIOfzEJ%2F8TeiyJUB2SGJ4d90UKYxYxQNdQ0Jex%2BbaitgE9W3p3qrg%2F6%2B5RtbI5YYgDFVW21W8tL4R6PrhbWjnGN9FIRoqGqOYnLAisrF5HGTYUZvO2TddigX9Ngn4qEjZwjPWZCsUKhssC9vs7BM0zhzUt3osNu0wRbVY5rWwSmyYJoaZHcT%2FnqBsPLGDmR9vmTYE3uHtWC036xZD90wGr4P5JmWbIdfx%2B%2FUCYSXoLMcXhgG73WIyn%2B8nk%2BnxiMWwZGKiMk17kWqFyv3JC0IjYXhuphY5h2PPPIn3slxy%2Bm8StsWJyAELdMuOXX6J1B0brU%2Bobv8qrRYrht2BJN%2F0KXPSBTdqdiZ82bUK9OqVL8ITJlnntSCF48pSfdrWyjpTEniUs503%2B2p32hP5pnfZsEYpfKAEvfel8GidnSKvM5dcVdYDZQL6%2FyhhYFBbfl2tHin8neNZ2sEmdo9FazZLYnWuBCTLRoR331P0GknR7aiMsHqEfLY8IEmUuCjhW1zDFskuWIyF1MhCWK3wpcMMGlYh&rb=x,Computador Portátil Hp 240 G7 Intel Celeron Ram 8gb Hdd 1 Tb,1.049.900,"Medellín, Antioquia.",+100,4 calificaciones,5.0,"['Buen producto, justo como lo describen.', 'Muy bueno el producto gracias lo recomiendo.', 'Exelente, es lo que estaba esperando. Gracias.', 'Hasta el momento no he tenido quejas del pc.']"
https://www.mercadolibre.com.co/laptop-hp-245-g7-negra-14-amd-athlon-3020e-8gb-de-ram-1tb-hdd-amd-radeon-rx-vega-3-1366x768px-freedos/p/MCO18724151?pdp_filters=category:MCO1652#searchVariation=MCO18724151&position=32&search_layout=stack&type=product&tracking_id=cf05338e-e0b7-4e9b-a0e7-132e1491473f,"Laptop HP 245 G7 negra 14"", AMD Athlon 3020E  8GB de RAM 1TB HDD, AMD Radeon RX Vega 3 1366x768px FreeDOS",1.078.496,"Chapinero, Bogotá D.C..",+50,,,[]
